id,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Exchange,index,Name_CN
8894,MEIP,"MEI Pharma, Inc.",2.83,201285006.52,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/meip,NASDAQ,2037,
8895,MGTX,MeiraGTx Holdings plc,10.73,293858561.36,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mgtx,NASDAQ,2038,
8896,MLCO,Melco Resorts & Entertainment Limited,20.42,4936260432.68,241736554.0,,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mlco,NASDAQ,2039,
8897,MLNT,"Melinta Therapeutics, Inc.",1.0,56020254,,2012.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mlnt,NASDAQ,2040,
8898,MLNX,"Mellanox Technologies, Ltd.",83.56,4472193117.96,,2007.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/mlnx,NASDAQ,2041,
8899,MELR,"Melrose Bancorp, Inc.",18.32,47310007.68,,2014.0,Finance,Major Banks,https://www.nasdaq.com/symbol/melr,NASDAQ,2042,
8900,MNLO,Menlo Therapeutics Inc.,5.8,134746667.2,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnlo,NASDAQ,2043,
8901,MTSL,MER Telemanagement Solutions Ltd.,1.93,6358043.39,,1997.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/mtsl,NASDAQ,2044,
8902,MELI,"MercadoLibre, Inc.",344.92,15591370126.28,,2007.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/meli,NASDAQ,2045,
8903,AMTB,Mercantil Bank Holding Corporation,13.2,542102708.4,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amtb,NASDAQ,2046,
8904,AMTBB,Mercantil Bank Holding Corporation,12.0,492820644,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amtbb,NASDAQ,2047,
8905,MBWM,Mercantile Bank Corporation,31.56,523715792.4,,1998.0,Finance,Major Banks,https://www.nasdaq.com/symbol/mbwm,NASDAQ,2048,
8906,MERC,Mercer International Inc.,13.95,909563170.95,,,Basic Industries,Paper,https://www.nasdaq.com/symbol/merc,NASDAQ,2049,
8907,MBIN,Merchants Bancorp,21.61,620078117.96,,2017.0,Finance,Major Banks,https://www.nasdaq.com/symbol/mbin,NASDAQ,2050,
8908,MRCY,Mercury Systems Inc,48.08,2327129936.4,,1998.0,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mrcy,NASDAQ,2051,
8909,EBSB,"Meridian Bancorp, Inc.",15.29,828066110.85,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ebsb,NASDAQ,2052,
8910,VIVO,Meridian Bioscience Inc.,16.74,710832327.48,,1986.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vivo,NASDAQ,2053,
8911,MRBK,Meridian Corporation,17.25,110266950.75,,2017.0,,,https://www.nasdaq.com/symbol/mrbk,NASDAQ,2054,
8912,MMSI,"Merit Medical Systems, Inc.",52.98,2905084233.96,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mmsi,NASDAQ,2055,
8913,MACK,"Merrimack Pharmaceuticals, Inc.",4.94,65913352.96,,2012.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mack,NASDAQ,2056,
8914,MRSN,"Mersana Therapeutics, Inc.",3.8,88093393.6,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrsn,NASDAQ,2057,
8915,MRUS,Merus N.V.,13.26,301676496.42,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrus,NASDAQ,2058,
8916,MESA,"Mesa Air Group, Inc.",8.27,197677007.81,,2018.0,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/mesa,NASDAQ,2059,
8917,MLAB,"Mesa Laboratories, Inc.",215.99,832173831.65,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mlab,NASDAQ,2060,
8918,MESO,Mesoblast Limited,4.82,37670830.5,7815525.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/meso,NASDAQ,2061,
8919,CASH,"Meta Financial Group, Inc.",21.45,845547867.45,,1993.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cash,NASDAQ,2062,
8920,MEOH,Methanex Corporation,55.74,4306654837.02,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/meoh,NASDAQ,2063,
8921,MGEE,MGE Energy Inc.,58.93,2043007044.1,,,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/mgee,NASDAQ,2064,
8922,MGPI,"MGP Ingredients, Inc.",64.41,1085721625.74,,,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mgpi,NASDAQ,2065,
8923,MBOT,Microbot Medical Inc. ,9.89,29792072.27,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mbot,NASDAQ,2066,
8924,MCHP,Microchip Technology Incorporated,75.08,17757145573.12,,1993.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/mchp,NASDAQ,2067,微芯科技
8925,MU,"Micron Technology, Inc.",33.58,37644751846.22,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/mu,NASDAQ,2068,美光
8926,MSFT,Microsoft Corporation,105.38,808919930399.68,,1986.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/msft,NASDAQ,2069,微软
8927,MSTR,MicroStrategy Incorporated,133.84,1534796012.96,,1998.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mstr,NASDAQ,2070,
8928,MVIS,"Microvision, Inc.",0.7993,81612201.1849,,1996.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mvis,NASDAQ,2071,
8929,MICT,"MICT, Inc.",0.931,8697509.065,,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mict,NASDAQ,2072,
8930,MPB,Mid Penn Bancorp,23.8,201277147.4,,,Finance,Major Banks,https://www.nasdaq.com/symbol/mpb,NASDAQ,2073,
8931,MTP,Midatech Pharma PLC,0.1499,435644.0269,2906231.0,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtp,NASDAQ,2074,
8932,MCEP,"Mid-Con Energy Partners, LP",0.992,30192635.008,,2011.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mcep,NASDAQ,2075,
8933,MBCN,Middlefield Banc Corp.,43.43,140641366.78,,,Finance,Major Banks,https://www.nasdaq.com/symbol/mbcn,NASDAQ,2076,
8934,MSEX,Middlesex Water Company,54.9,900265572,,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/msex,NASDAQ,2077,
8935,MSBI,"Midland States Bancorp, Inc.",23.8,564170503.4,,2016.0,Finance,Major Banks,https://www.nasdaq.com/symbol/msbi,NASDAQ,2078,
8936,MSVB,"Mid-Southern Bancorp, Inc.",12.19,43524577.85,,2018.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msvb,NASDAQ,2079,
8937,MOFG,"MidWestOne Financial Group, Inc.",25.82,315575783.9,,,Finance,Major Banks,https://www.nasdaq.com/symbol/mofg,NASDAQ,2080,
8938,MLND,"Millendo Therapeutics, Inc. ",9.43,121781962.16,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mlnd,NASDAQ,2081,
8939,TIGO,Millicom International Cellular S.A.,69.9,7047108300,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tigo,NASDAQ,2082,
8940,MIME,Mimecast Limited,33.26,1997709315.94,,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mime,NASDAQ,2083,
8941,MNDO,MIND C.T.I. Ltd.,2.45,47303174.1,,,Technology,EDP Services,https://www.nasdaq.com/symbol/mndo,NASDAQ,2084,
8942,MB,"MINDBODY, Inc.",36.86,1767379830.14,,2015.0,Technology,EDP Services,https://www.nasdaq.com/symbol/mb,NASDAQ,2085,
8943,NERV,"Minerva Neurosciences, Inc",7.21,280263277.07,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nerv,NASDAQ,2086,
8944,MGEN,"Miragen Therapeutics, Inc.",3.34,103003806.42,,2014.0,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/mgen,NASDAQ,2087,
8945,MRTX,"Mirati Therapeutics, Inc.",62.47,2031277081.27,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrtx,NASDAQ,2088,
8946,MSON,"MISONIX, Inc.",17.72,168930129.16,,1992.0,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/mson,NASDAQ,2089,
8947,MIND,"Mitcham Industries, Inc.",3.8,46053716.2,,1994.0,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mind,NASDAQ,2090,
8948,MINDP,"Mitcham Industries, Inc.",22.45,0,,,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mindp,NASDAQ,2091,
8949,MITK,"Mitek Systems, Inc.",11.82,455730773.46,,,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/mitk,NASDAQ,2092,
8950,MKSI,"MKS Instruments, Inc.",71.54,3862166595.56,,1999.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mksi,NASDAQ,2093,
8951,MMAC,"MMA Capital Holdings, Inc.",26.0547,152322784.9143,,,Finance,Real Estate,https://www.nasdaq.com/symbol/mmac,NASDAQ,2094,
8952,MTC,"MMTec, Inc.",6.77,134046000,,2019.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtc,NASDAQ,2095,美美证券
8953,MINI,"Mobile Mini, Inc.",36.0,1608928056,,1994.0,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mini,NASDAQ,2096,
8954,MOBL,"MobileIron, Inc.",4.57,482384956.15,,2014.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mobl,NASDAQ,2097,
8955,MMDM,Modern Media Acquisition Corp.,10.23,264701250,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/mmdm,NASDAQ,2098,
8956,MMDMR,Modern Media Acquisition Corp.,0.24,0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/mmdmr,NASDAQ,2099,
8957,MMDMU,Modern Media Acquisition Corp.,10.58,0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/mmdmu,NASDAQ,2100,
8958,MMDMW,Modern Media Acquisition Corp.,0.2893,0,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/mmdmw,NASDAQ,2101,
8959,MRNA,"Moderna, Inc.",16.26,5348695910.88,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mrna,NASDAQ,2102,
8960,MOGO,Mogo Finance Technology Inc.,2.26,52352106.74,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mogo,NASDAQ,2103,
8961,MTEM,"Molecular Templates, Inc.",4.73,172626628.68,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtem,NASDAQ,2104,
8962,MBRX,"Moleculin Biotech, Inc.",1.39,37710018.9,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mbrx,NASDAQ,2105,
8963,MNTA,"Momenta Pharmaceuticals, Inc.",11.46,1128469592.16,,2004.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mnta,NASDAQ,2106,
8964,MOMO,Momo Inc.,27.76,4281987439.68,154250268.0,2014.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/momo,NASDAQ,2107,陌陌
8965,MKGI,"Monaker Group, Inc.",2.58,23480466.48,,,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/mkgi,NASDAQ,2108,
8966,MCRI,"Monarch Casino & Resort, Inc.",42.5,760497422.5,,1993.0,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mcri,NASDAQ,2109,
8967,MDLZ,"Mondelez International, Inc.",42.67,62035157158.05,,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mdlz,NASDAQ,2110,亿滋
8968,MGI,"Moneygram International, Inc.",2.26,125690693.26,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mgi,NASDAQ,2111,
8969,MDB,"MongoDB, Inc.",74.05,3969343025.6,,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdb,NASDAQ,2112,
8970,MPWR,"Monolithic Power Systems, Inc.",121.38,5147968560,,2004.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/mpwr,NASDAQ,2113,
8971,TYPE,Monotype Imaging Holdings Inc.,16.09,668418664.1,,2007.0,Technology,EDP Services,https://www.nasdaq.com/symbol/type,NASDAQ,2114,
8972,MNRO,"Monro, Inc. ",72.85,2403138937.9,,1991.0,Consumer Services,Automotive Aftermarket,https://www.nasdaq.com/symbol/mnro,NASDAQ,2115,
8973,MRCC,Monroe Capital Corporation,11.65,238179170.6,,2012.0,,,https://www.nasdaq.com/symbol/mrcc,NASDAQ,2116,
8974,MRCCL,Monroe Capital Corporation,24.6293,0,,,,,https://www.nasdaq.com/symbol/mrccl,NASDAQ,2117,
8975,MNST,Monster Beverage Corporation,53.81,29754964912.61,,,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mnst,NASDAQ,2118,
8976,MORN,"Morningstar, Inc.",111.45,4754461235.1,,2005.0,Finance,Investment Managers,https://www.nasdaq.com/symbol/morn,NASDAQ,2119,
8977,MOR,MorphoSys AG,29.53,278815054.68,9441756.0,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mor,NASDAQ,2120,
8978,MOSY,"MoSys, Inc.",0.1654,7091346.2026,,2001.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/mosy,NASDAQ,2121,
8979,MTFB,Motif Bio plc,9.5055,12631127.0265,1328823.0,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfb,NASDAQ,2122,
8980,MTFBW,Motif Bio plc,2.66,0,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfbw,NASDAQ,2123,
8981,MPAA,"Motorcar Parts of America, Inc.",19.91,374489220.82,,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mpaa,NASDAQ,2124,
8982,MOTS,"Motus GI Holdings, Inc.",4.36,68409058.36,,2018.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mots,NASDAQ,2125,
8983,MPVD,Mountain Province Diamonds Inc.,1.23,258426045.48,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/mpvd,NASDAQ,2126,
8984,MOXC,"Moxian, Inc.",0.3953,26626309.8566,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/moxc,NASDAQ,2127,
8985,COOP,Mr. Cooper Group Inc.,14.03,1274114779.94,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/coop,NASDAQ,2128,
8986,MSBF,MSB Financial Corp.,17.62,97141967.3,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msbf,NASDAQ,2129,
8987,MTEC,MTech Acquisition Corp.,10.05,74684062.5,,2018.0,Technology,EDP Services,https://www.nasdaq.com/symbol/mtec,NASDAQ,2130,
8988,MTECU,MTech Acquisition Corp.,10.6,0,,2018.0,Technology,EDP Services,https://www.nasdaq.com/symbol/mtecu,NASDAQ,2131,
8989,MTECW,MTech Acquisition Corp.,0.495,0,,2018.0,Technology,EDP Services,https://www.nasdaq.com/symbol/mtecw,NASDAQ,2132,
8990,MTSC,MTS Systems Corporation,46.01,822934906.01,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mtsc,NASDAQ,2133,
8991,MUDS,Mudrick Capital Acquisition Corporation,9.91,257660000,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/muds,NASDAQ,2134,
8992,MUDSU,Mudrick Capital Acquisition Corporation,10.5,0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/mudsu,NASDAQ,2135,
8993,MUDSW,Mudrick Capital Acquisition Corporation,0.44,0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/mudsw,NASDAQ,2136,
8994,LABL,Multi-Color Corporation,42.97,881633709.28,,1987.0,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/labl,NASDAQ,2137,
8995,MBIO,"Mustang Bio, Inc.",3.27,89152073.37,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mbio,NASDAQ,2138,
8996,MFSF,MutualFirst Financial Inc.,27.33,234694297.92,,,Finance,Major Banks,https://www.nasdaq.com/symbol/mfsf,NASDAQ,2139,
8997,MVBF,MVB Financial Corp.,17.85,207118369.5,,,Finance,Major Banks,https://www.nasdaq.com/symbol/mvbf,NASDAQ,2140,
8998,MYSZ,"My Size, Inc.",0.8316,24825246.6924,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mysz,NASDAQ,2141,
8999,MYL,Mylan N.V.,29.26,15087377426.66,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myl,NASDAQ,2142,
9000,MYND,"MYnd Analytics, Inc.",1.24,9368204.96,,,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/mynd,NASDAQ,2143,
9001,MYNDW,"MYnd Analytics, Inc.",0.11,0,,,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/myndw,NASDAQ,2144,
9002,MYOK,"MyoKardia, Inc.",45.08,1815403651.88,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myok,NASDAQ,2145,
9003,MYOS,MYOS RENS Technology Inc.,1.75,13079015.25,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myos,NASDAQ,2146,
9004,MYRG,"MYR Group, Inc.",30.4,503568217.6,,,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/myrg,NASDAQ,2147,
9005,MYGN,"Myriad Genetics, Inc.",28.22,2109783668.22,,1995.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/mygn,NASDAQ,2148,
9006,NBRV,Nabriva Therapeutics plc,1.98,132624546.12,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nbrv,NASDAQ,2149,
9007,NAKD,Naked Brand Group Limited,0.8401,17602467.4424,,,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/nakd,NASDAQ,2150,
9008,NNDM,Nano Dimension Ltd.,1.28,11874168.32,9276694.0,,Technology,Electrical Products,https://www.nasdaq.com/symbol/nndm,NASDAQ,2151,
9009,NANO,Nanometrics Incorporated,28.46,689174894.52,,1984.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/nano,NASDAQ,2152,
9010,NSTG,"NanoString Technologies, Inc.",20.85,642836712.45,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nstg,NASDAQ,2153,
9011,NAOV,"NanoVibronix, Inc.",3.4,13612019,,,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/naov,NASDAQ,2154,
9012,NH,"NantHealth, Inc.",0.723,79162193.271,,2016.0,Technology,EDP Services,https://www.nasdaq.com/symbol/nh,NASDAQ,2155,
9013,NK,"NantKwest, Inc.",1.37,108539733.71,,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nk,NASDAQ,2156,
9014,NSSC,"NAPCO Security Technologies, Inc.",16.19,300726740.55,,,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/nssc,NASDAQ,2157,
9015,NDAQ,"Nasdaq, Inc.",82.96,13601874876.96,,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ndaq,NASDAQ,2158,
9016,NTRA,"Natera, Inc.",14.27,882223728.09,,2015.0,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ntra,NASDAQ,2159,
9017,NATH,"Nathan&#39;s Famous, Inc.",70.91,297224157.79,,1993.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nath,NASDAQ,2160,
9018,NAUH,"National American University Holdings, Inc.",0.225,5480168.85,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/nauh,NASDAQ,2161,
9019,NKSH,"National Bankshares, Inc.",36.67,255148906.58,,,Finance,Major Banks,https://www.nasdaq.com/symbol/nksh,NASDAQ,2162,
9020,FIZZ,National Beverage Corp.,80.6,3758921244,,,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/fizz,NASDAQ,2163,
9021,NCMI,"National CineMedia, Inc.",7.05,556659652.8,,2007.0,Consumer Services,Advertising,https://www.nasdaq.com/symbol/ncmi,NASDAQ,2164,
9022,NCOM,National Commerce Corporation,39.04,807219578.24,,2015.0,Finance,Major Banks,https://www.nasdaq.com/symbol/ncom,NASDAQ,2165,
9023,NESR,National Energy Services Reunited Corp.,8.4,718727259.6,,2017.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nesr,NASDAQ,2166,
9024,NESRW,National Energy Services Reunited Corp.,0.95,0,,2017.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nesrw,NASDAQ,2167,
9025,NGHC,National General Holdings Corp,23.69,2674187846.4,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghc,NASDAQ,2168,
9026,NGHCN,National General Holdings Corp,22.22,0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcn,NASDAQ,2169,
9027,NGHCO,National General Holdings Corp,22.4,0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghco,NASDAQ,2170,
9028,NGHCP,National General Holdings Corp,22.96,50512000,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcp,NASDAQ,2171,
9029,NGHCZ,National General Holdings Corp,24.54,0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nghcz,NASDAQ,2172,
9030,NHLD,National Holdings Corporation,3.25,40761142.5,,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nhld,NASDAQ,2173,
9031,NHLDW,National Holdings Corporation,0.5,0,,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nhldw,NASDAQ,2174,
9032,NATI,National Instruments Corporation,46.5,6158115621,,1995.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nati,NASDAQ,2175,
9033,NRC,National Research Corporation,38.99,1133886437.32,,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/nrc,NASDAQ,2176,
9034,NSEC,"National Security Group, Inc.",12.54,31690285.44,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/nsec,NASDAQ,2177,
9035,EYE,"National Vision Holdings, Inc.",31.91,2462312685.36,,2017.0,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/eye,NASDAQ,2178,
9036,NWLI,"National Western Life Group, Inc.",306.41,1114157624.06,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/nwli,NASDAQ,2179,
9037,NAII,"Natural Alternatives International, Inc.",10.92,82673911.32,,,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/naii,NASDAQ,2180,
9038,NHTC,Natural Health Trends Corp.,16.11,183268842.12,,,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/nhtc,NASDAQ,2181,
9039,NATR,"Nature&#39;s Sunshine Products, Inc.",7.94,152477235.08,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/natr,NASDAQ,2182,
