symbol,name,market_cap,ipo_year,sector,industry,exchange
PBB,Prospect Capital Corporation,,2015.0,,,NYSE
PBC,Prospect Capital Corporation,,2018.0,,,NYSE
PBY,Prospect Capital Corporation,$1.3B,2018.0,,,NYSE
PB,"Prosperity Bancshares, Inc.",$4.88B,,finance,Major Banks,NYSE
PRLB,"Proto Labs, Inc.",$3.2B,2012.0,capital_goods,Metal Fabrications,NYSE
PFS,"Provident Financial Services, Inc",$1.69B,2003.0,finance,Savings Institutions,NYSE
PJH,"Prudential Financial, Inc.",,,finance,Life Insurance,NYSE
PRH,"Prudential Financial, Inc.",,,finance,Life Insurance,NYSE
PRS,"Prudential Financial, Inc.",$530.72M,2018.0,finance,Life Insurance,NYSE
PRU,"Prudential Financial, Inc.",$37.37B,2001.0,finance,Life Insurance,NYSE
PUK,Prudential Public Limited Company,$49.11B,,finance,Life Insurance,NYSE
PUK^,Prudential Public Limited Company,,,,,NYSE
PUK^A,Prudential Public Limited Company,,,,,NYSE
PSB,"PS Business Parks, Inc.",$3.8B,,consumer_services,Real Estate Investment Trusts,NYSE
PSB^U,"PS Business Parks, Inc.",,,,,NYSE
PSB^V,"PS Business Parks, Inc.",,,,,NYSE
PSB^W,"PS Business Parks, Inc.",,,,,NYSE
PSB^X,"PS Business Parks, Inc.",,,,,NYSE
PSB^Y,"PS Business Parks, Inc.",,,,,NYSE
TLK,"PT Telekomunikasi Indonesia, Tbk",$28.05B,,public_utilities,Telecommunications Equipment,NYSE
PEG,Public Service Enterprise Group Incorporated,$26.01B,,public_utilities,Power Generation,NYSE
PSA,Public Storage,$35.62B,,consumer_services,Real Estate Investment Trusts,NYSE
PSA^A,Public Storage,,,,,NYSE
PSA^B,Public Storage,,,consumer_services,Real Estate Investment Trusts,NYSE
PSA^C,Public Storage,,,consumer_services,Real Estate Investment Trusts,NYSE
PSA^D,Public Storage,,,consumer_services,Real Estate Investment Trusts,NYSE
PSA^E,Public Storage,,,consumer_services,Real Estate Investment Trusts,NYSE
PSA^F,Public Storage,,,consumer_services,Real Estate Investment Trusts,NYSE
PSA^G,Public Storage,,,,,NYSE
PSA^U,Public Storage,,,consumer_services,Real Estate Investment Trusts,NYSE
PSA^V,Public Storage,,,consumer_services,Real Estate Investment Trusts,NYSE
PSA^W,Public Storage,,,,,NYSE
PSA^X,Public Storage,,,,,NYSE
PSA^Y,Public Storage,,,,,NYSE
PSA^Z,Public Storage,,,,,NYSE
PHM,"PulteGroup, Inc.",$7.69B,,capital_goods,Homebuilding,NYSE
PSTG,"Pure Storage, Inc. ",$4.23B,2015.0,technology,Electronic Components,NYSE
PMM,Putnam Managed Municipal Income Trust,$369.59M,1989.0,,,NYSE
PIM,Putnam Master Intermediate Income Trust,$233.34M,1988.0,,,NYSE
PMO,Putnam Municipal Opportunities Trust,$434.1M,1993.0,,,NYSE
PPT,Putnam Premier Income Trust,$525.86M,1988.0,,,NYSE
NEW,Puxin Limited,$428.72M,2018.0,consumer_services,Other Consumer Services,NYSE
PVH,PVH Corp.,$7.92B,,consumer_non_durables,Apparel,NYSE
PYX,"Pyxus International, Inc.",$117.63M,,consumer_services,Farming/Seeds/Milling,NYSE
PZN,Pzena Investment Management Inc,$592.88M,2007.0,finance,Investment Managers,NYSE
QTWO,"Q2 Holdings, Inc.",$2.34B,2014.0,technology,Computer Software: Prepackaged Software,NYSE
QEP,"QEP Resources, Inc.",$2.06B,,energy,Oil & Gas Production,NYSE
QGEN,Qiagen N.V.,$8.27B,,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NYSE
QTS,"QTS Realty Trust, Inc.",$2.02B,2013.0,consumer_services,Real Estate Investment Trusts,NYSE
QTS^A,"QTS Realty Trust, Inc.",,,,,NYSE
QTS^B,"QTS Realty Trust, Inc.",,,,,NYSE
QUAD,"Quad Graphics, Inc",$735.81M,,miscellaneous,Publishing,NYSE
KWR,Quaker Chemical Corporation,$2.51B,,basic_industries,Major Chemicals,NYSE
NX,Quanex Building Products Corporation,$506.2M,,capital_goods,Metal Fabrications,NYSE
PWR,"Quanta Services, Inc.",$4.66B,,capital_goods,Engineering & Construction,NYSE
QD,Qudian Inc.,$1.73B,2017.0,finance,Finance: Consumer Services,NYSE
DGX,Quest Diagnostics Incorporated,$11.47B,,health_care,Medical Specialities,NYSE
QES,Quintana Energy Services Inc.,$141.73M,2018.0,energy,Oilfield Services/Equipment,NYSE
QHC,Quorum Health Corporation,$110.98M,2016.0,health_care,Hospital/Nursing Management,NYSE
QUOT,Quotient Technology Inc.,$1.07B,2014.0,consumer_services,Advertising,NYSE
QVCD,"QVC, Inc.",,2018.0,consumer_services,Catalog/Specialty Distribution,NYSE
CTAA,Qwest Corporation,,2016.0,public_utilities,Telecommunications Equipment,NYSE
CTBB,Qwest Corporation,,2016.0,public_utilities,Telecommunications Equipment,NYSE
CTDD,Qwest Corporation,,2017.0,public_utilities,Telecommunications Equipment,NYSE
CTV,Qwest Corporation,,2014.0,public_utilities,Telecommunications Equipment,NYSE
CTY,Qwest Corporation,,2013.0,public_utilities,Telecommunications Equipment,NYSE
CTZ,Qwest Corporation,,,public_utilities,Telecommunications Equipment,NYSE
RRD,R.R. Donnelley & Sons Company,$352M,,miscellaneous,Publishing,NYSE
RMED,"Ra Medical Systems, Inc.",$120.29M,2018.0,health_care,Medical/Dental Instruments,NYSE
RDN,Radian Group Inc.,$3.81B,,finance,Property-Casualty Insurers,NYSE
RL,Ralph Lauren Corporation,$8.5B,1997.0,consumer_non_durables,Apparel,NYSE
RRC,Range Resources Corporation,$2.92B,,energy,Oil & Gas Production,NYSE
RNGR,"Ranger Energy Services, Inc.",$114.52M,2017.0,energy,Oilfield Services/Equipment,NYSE
RJF,"Raymond James Financial, Inc.",$11.14B,,finance,Investment Bankers/Brokers/Service,NYSE
RYAM,Rayonier Advanced Materials Inc.,$668.39M,2014.0,basic_industries,Major Chemicals,NYSE
RYAM^A,Rayonier Advanced Materials Inc.,,,,,NYSE
RYN,Rayonier Inc.,$3.74B,,consumer_services,Real Estate Investment Trusts,NYSE
RTN,Raytheon Company,$45.36B,,capital_goods,Industrial Machinery/Components,NYSE
RMAX,"RE/MAX Holdings, Inc.",$660.51M,2013.0,finance,Real Estate,NYSE
RC,Ready Capital Corporation,$475.85M,2013.0,consumer_services,Real Estate Investment Trusts,NYSE
RCA,Ready Capital Corporation,,2017.0,consumer_services,Real Estate Investment Trusts,NYSE
RCP,Ready Capital Corporation,,2018.0,consumer_services,Real Estate Investment Trusts,NYSE
RLGY,Realogy Holdings Corp.,$2.14B,2012.0,finance,Real Estate,NYSE
O,Realty Income Corporation,$19.08B,,consumer_services,Real Estate Investment Trusts,NYSE
RHT,"Red Hat, Inc.",$30.99B,,technology,"Computer Software: Programming, Data Processing",NYSE
RLH,Red Lion Hotels Corporation,$233.85M,,consumer_services,Hotels/Resorts,NYSE
RWT,"Redwood Trust, Inc.",$1.33B,1995.0,consumer_services,Real Estate Investment Trusts,NYSE
RBC,Regal Beloit Corporation,$3.15B,,consumer_durables,Metal Fabrications,NYSE
RWGE,Regalwood Global Energy Ltd.,$373.13M,2018.0,finance,Business Services,NYSE
RWGE.U,Regalwood Global Energy Ltd.,,2017.0,,,NYSE
RWGE.WS,Regalwood Global Energy Ltd.,,,,,NYSE
RM,Regional Management Corp.,$305.28M,2012.0,finance,Finance: Consumer Services,NYSE
RF,Regions Financial Corporation,$15.92B,,finance,Major Banks,NYSE
RF^A,Regions Financial Corporation,,,,,NYSE
RF^B,Regions Financial Corporation,,,,,NYSE
RGS,Regis Corporation,$842.23M,1991.0,consumer_services,Other Consumer Services,NYSE
RGA,"Reinsurance Group of America, Incorporated",$9.29B,,finance,Life Insurance,NYSE
RZA,"Reinsurance Group of America, Incorporated",,,finance,Life Insurance,NYSE
RZB,"Reinsurance Group of America, Incorporated",,2016.0,finance,Life Insurance,NYSE
RS,Reliance Steel & Aluminum Co.,$5.36B,1994.0,basic_industries,Metal Fabrications,NYSE
RELX,RELX PLC,$42.03B,2015.0,consumer_services,Publishing,NYSE
RNR,RenaissanceRe Holdings Ltd.,$5.29B,,finance,Property-Casualty Insurers,NYSE
RNR^C,RenaissanceRe Holdings Ltd.,,,,,NYSE
RNR^E,RenaissanceRe Holdings Ltd.,,,,,NYSE
RNR^F,RenaissanceRe Holdings Ltd.,,,,,NYSE
SOL,Renesola Ltd.,$61.67M,2008.0,technology,Semiconductors,NYSE
RENN,Renren Inc.,$115.58M,2011.0,technology,EDP Services,NYSE
RSG,"Republic Services, Inc.",$24.15B,1998.0,public_utilities,Environmental Services,NYSE
REZI,"Resideo Technologies, Inc.",$2.66B,2018.0,capital_goods,Wholesale Distributors,NYSE
RMD,ResMed Inc.,$16.66B,,health_care,Medical/Dental Instruments,NYSE
REN           ,Resolute Energy Corporation,$712.11M,,energy,Oil & Gas Production,NYSE
RFP,Resolute Forest Products Inc.,$848.44M,,basic_industries,Paper,NYSE
QSR,Restaurant Brands International Inc.,$14.21B,2014.0,consumer_services,Restaurants,NYSE
RPAI,"Retail Properties of America, Inc.",$2.57B,2012.0,consumer_services,Real Estate Investment Trusts,NYSE
RVI,Retail Value Inc.,$549.89M,2018.0,finance,Real Estate,NYSE
REVG,"REV Group, Inc.",$501.47M,2017.0,capital_goods,Auto Manufacturing,NYSE
REV,"Revlon, Inc.",$1.36B,1996.0,consumer_non_durables,Package Goods/Cosmetics,NYSE
REX,REX American Resources Corporation,$463.4M,,basic_industries,Major Chemicals,NYSE
REXR,"Rexford Industrial Realty, Inc.",$2.93B,2013.0,consumer_services,Real Estate Investment Trusts,NYSE
REXR^A,"Rexford Industrial Realty, Inc.",,,,,NYSE
REXR^B,"Rexford Industrial Realty, Inc.",,,,,NYSE
RXN,Rexnord Corporation,$2.52B,2012.0,technology,Industrial Machinery/Components,NYSE
RXN^A,Rexnord Corporation,,,,,NYSE
RH,RH,$2.67B,2012.0,consumer_services,Other Specialty Stores,NYSE
RNG,"Ringcentral, Inc.",$7B,2013.0,technology,EDP Services,NYSE
RIO,Rio Tinto Plc,$86.98B,2002.0,basic_industries,Precious Metals,NYSE
RBA,Ritchie Bros. Auctioneers Incorporated,$3.82B,,miscellaneous,Business Services,NYSE
RAD,Rite Aid Corporation,$947.6M,,health_care,Medical/Nursing Services,NYSE
RMPL^,RiverNorth Marketplace Lending Corporation,,,,,NYSE
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",$119.71M,2018.0,,,NYSE
RIV,"RiverNorth Opportunities Fund, Inc.",$91.89M,2015.0,,,NYSE
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",$183.49M,2016.0,,,NYSE
RLI,RLI Corp.,$3.06B,,finance,Property-Casualty Insurers,NYSE
RLJ,RLJ Lodging Trust,$3.16B,2011.0,consumer_services,Real Estate Investment Trusts,NYSE
RLJ^A,RLJ Lodging Trust,,,,,NYSE
RRTS,"Roadrunner Transportation Systems, Inc",$20.93M,2010.0,transportation,Oil Refining/Marketing,NYSE
ROAN,"Roan Resources, Inc.",$1.58B,,energy,Oil & Gas Production,NYSE
RHI,Robert Half International Inc.,$7.14B,,technology,Professional Services,NYSE
ROK,"Rockwell Automation, Inc.",$18.96B,,capital_goods,Industrial Machinery/Components,NYSE
RCI,"Rogers Communication, Inc.",$21.82B,,consumer_services,Television Services,NYSE
ROG,Rogers Corporation,$2.04B,,basic_industries,Major Chemicals,NYSE
ROL,"Rollins, Inc.",$12.49B,,finance,Diversified Commercial Services,NYSE
ROP,"Roper Technologies, Inc.",$28.2B,1992.0,capital_goods,Industrial Machinery/Components,NYSE
RST,Rosetta Stone,$365.79M,2009.0,technology,Computer Software: Prepackaged Software,NYSE
RDC,Rowan Companies plc,$1.45B,,energy,Oil & Gas Production,NYSE
RY,Royal Bank Of Canada,$106.25B,,finance,Commercial Banks,NYSE
RY^T,Royal Bank Of Canada,,,,,NYSE
RBS,Royal Bank Scotland plc (The),$36.81B,,finance,Commercial Banks,NYSE
RCL,Royal Caribbean Cruises Ltd.,$22.08B,1993.0,consumer_services,Marine Transportation,NYSE
RDS.A,Royal Dutch Shell PLC,,,,,NYSE
RDS.B,Royal Dutch Shell PLC,,,,,NYSE
RGT,"Royce Global Value Trust, Inc.",$99.7M,2013.0,,,NYSE
RMT,"Royce Micro-Cap Trust, Inc.",$323.25M,,,,NYSE
RVT,"Royce Value Trust, Inc.",$1.12B,1986.0,,,NYSE
RES,"RPC, Inc.",$2.47B,,energy,Oilfield Services/Equipment,NYSE
RPM,RPM International Inc.,$7.06B,,basic_industries,Paints/Coatings,NYSE
RPT,RPT Realty,$1.01B,,consumer_services,Real Estate Investment Trusts,NYSE
RPT^D,RPT Realty,,,,,NYSE
RTW,"RTW Retailwinds, Inc.",$184.84M,,consumer_services,Clothing/Shoe/Accessory Stores,NYSE
RTEC,"Rudolph Technologies, Inc.",$661.94M,1999.0,capital_goods,Industrial Machinery/Components,NYSE
RYB,"RYB Education, Inc.",$193.98M,2017.0,consumer_services,Other Consumer Services,NYSE
R,"Ryder System, Inc.",$2.8B,,consumer_services,Rental/Leasing Companies,NYSE
RYI,Ryerson Holding Corporation,$257.24M,2014.0,basic_industries,Metal Fabrications,NYSE
RHP,"Ryman Hospitality Properties, Inc.",$3.93B,,consumer_services,Real Estate Investment Trusts,NYSE
SPGI,S&P Global Inc.,$46.42B,,finance,Finance: Consumer Services,NYSE
SBR,Sabine Royalty Trust,$601.54M,,energy,Oil & Gas Production,NYSE
SB,"Safe Bulkers, Inc",$196.02M,2008.0,transportation,Marine Transportation,NYSE
SB^C,"Safe Bulkers, Inc",,,,,NYSE
SB^D,"Safe Bulkers, Inc",,,,,NYSE
SFE,"Safeguard Scientifics, Inc.",$200.9M,,finance,Finance/Investors Services,NYSE
SAFE,"Safety, Income & Growth Inc.",$315.56M,2017.0,consumer_services,Real Estate,NYSE
SAIL,"SailPoint Technologies Holdings, Inc.",$2.3B,2017.0,technology,Computer Software: Prepackaged Software,NYSE
CRM,Salesforce.com Inc,$113.63B,2004.0,technology,Computer Software: Prepackaged Software,NYSE
SMM,Salient Midstream & MLP Fund,$158.26M,2012.0,,,NYSE
SBH,"Sally Beauty Holdings, Inc.",$2.1B,,consumer_services,Other Specialty Stores,NYSE
SJT,San Juan Basin Royalty Trust,$225.12M,,energy,Oil & Gas Production,NYSE
SN,Sanchez Energy Corporation,$28.9M,2011.0,energy,Oil & Gas Production,NYSE
SD,"SandRidge Energy, Inc.",$311.96M,2016.0,energy,Oil & Gas Production,NYSE
SDT,SandRidge Mississippian Trust I,$26.59M,2011.0,energy,Oil & Gas Production,NYSE
SDR,SandRidge Mississippian Trust II,$52.21M,2012.0,energy,Oil & Gas Production,NYSE
PER,SandRidge Permian Trust,$114.98M,2011.0,energy,Oil & Gas Production,NYSE
SC,Santander Consumer USA Holdings Inc.,$6.8B,2014.0,finance,Finance: Consumer Services,NYSE
SAP,SAP SE,$125.61B,,technology,Computer Software: Prepackaged Software,NYSE
SAB,Saratoga Investment Corp,,2016.0,,,NYSE
SAF,Saratoga Investment Corp,,2018.0,,,NYSE
SAR,Saratoga Investment Corp,$166.87M,,,,NYSE
SSL,Sasol Ltd.,$19.26B,,energy,Oil & Gas Production,NYSE
BFS,"Saul Centers, Inc.",$1.15B,1993.0,consumer_services,Real Estate Investment Trusts,NYSE
BFS^C,"Saul Centers, Inc.",,,,,NYSE
BFS^D,"Saul Centers, Inc.",,,,,NYSE
SLB,Schlumberger N.V.,$57.12B,,energy,Oilfield Services/Equipment,NYSE
SNDR,"Schneider National, Inc.",$3.54B,2017.0,transportation,Trucking Freight/Courier Services,NYSE
SWM,"Schweitzer-Mauduit International, Inc.",$909.79M,,basic_industries,Paper,NYSE
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,$2.69B,,technology,EDP Services,NYSE
SALT,Scorpio Bulkers Inc.,$418.46M,2013.0,transportation,Marine Transportation,NYSE
SLTB,Scorpio Bulkers Inc.,,2014.0,transportation,Marine Transportation,NYSE
SBBC,Scorpio Tankers Inc.,,2017.0,transportation,Marine Transportation,NYSE
SBNA,Scorpio Tankers Inc.,,2014.0,transportation,Marine Transportation,NYSE
STNG,Scorpio Tankers Inc.,$990.52M,2010.0,transportation,Marine Transportation,NYSE
SMG,Scotts Miracle-Gro Company (The),$3.74B,1992.0,basic_industries,Agricultural Chemicals,NYSE
KTF,Scudder Municiple Income Trust,$422.66M,1988.0,,,NYSE
KSM,Scudder Strategic Municiple Income Trust,$120.55M,1989.0,,,NYSE
SE,Sea Limited,$4.15B,2017.0,consumer_services,Other Consumer Services,NYSE
SA,"Seabridge Gold, Inc.",$805.51M,,basic_industries,Precious Metals,NYSE
CKH,"SEACOR Holdings, Inc.",$753.96M,,transportation,Marine Transportation,NYSE
SMHI,SEACOR Marine Holdings Inc.,$290.59M,2017.0,transportation,Marine Transportation,NYSE
SDRL,Seadrill Limited,$930M,2018.0,energy,Oil & Gas Production,NYSE
SDLP,Seadrill Partners LLC,$160.69M,2012.0,energy,Oil & Gas Production,NYSE
SEE,Sealed Air Corporation,$5.77B,,basic_industries,Major Chemicals,NYSE
SSW,Seaspan Corporation,$1.6B,2005.0,transportation,Marine Transportation,NYSE
SSW^D,Seaspan Corporation,,,,,NYSE
SSW^E,Seaspan Corporation,,,,,NYSE
SSW^G,Seaspan Corporation,,,,,NYSE
SSW^H,Seaspan Corporation,,,,,NYSE
SSW^I,Seaspan Corporation,,,,,NYSE
SSWA,Seaspan Corporation,,2017.0,transportation,Marine Transportation,NYSE
SSWN,Seaspan Corporation,,2014.0,transportation,Marine Transportation,NYSE
SEAS,"SeaWorld Entertainment, Inc.",$2.29B,2013.0,consumer_services,Services-Misc. Amusement & Recreation,NYSE
JBN,Select Asset Inc.,,,finance,Finance: Consumer Services,NYSE
JBR,Select Asset Inc.,,,finance,Finance: Consumer Services,NYSE
WTTR,"Select Energy Services, Inc.",$892.96M,2017.0,energy,Oilfield Services/Equipment,NYSE
SEM,Select Medical Holdings Corporation,$2.08B,2009.0,health_care,Hospital/Nursing Management,NYSE
SGZA,"Selective Insurance Group, Inc.",,,finance,Property-Casualty Insurers,NYSE
SEMG,Semgroup Corporation,$1.37B,,energy,Oilfield Services/Equipment,NYSE
SMI,Semiconductor  Manufacturing International Corporation,$4.26B,2004.0,technology,Semiconductors,NYSE
SRE,Sempra Energy,$30.83B,,public_utilities,Natural Gas Distribution,NYSE
SRE^A,Sempra Energy,,,public_utilities,Natural Gas Distribution,NYSE
SRE^B,Sempra Energy,,,,,NYSE
SEND,"SendGrid, Inc.",$2.29B,2017.0,technology,Computer Software: Prepackaged Software,NYSE
ST,Sensata Technologies Holding plc,$7.62B,2010.0,capital_goods,Industrial Machinery/Components,NYSE
SXT,Sensient Technologies Corporation,$2.51B,,basic_industries,Major Chemicals,NYSE
SQNS,Sequans Communications S.A.,$108.77M,2011.0,technology,Semiconductors,NYSE
SRG,Seritage Growth Properties,$2.13B,2015.0,finance,Real Estate,NYSE
SRG^A,Seritage Growth Properties,,,,,NYSE
SCI,Service Corporation International,$7.68B,,consumer_services,Other Consumer Services,NYSE
SERV,"ServiceMaster Global Holdings, Inc.",$5.11B,2014.0,consumer_services,Other Consumer Services,NYSE
NOW,"ServiceNow, Inc.",$33.99B,2012.0,technology,Computer Software: Prepackaged Software,NYSE
SHAK,"Shake Shack, Inc.",$1.73B,2015.0,consumer_services,Restaurants,NYSE
SJR,Shaw Communications Inc.,$9.67B,,consumer_services,Television Services,NYSE
SHLX,"Shell Midstream Partners, L.P.",$4.32B,2014.0,energy,Natural Gas Distribution,NYSE
SHW,Sherwin-Williams Company (The),$36.23B,,consumer_services,RETAIL: Building Materials,NYSE
SHG,Shinhan Financial Group Co Ltd,$17.24B,,finance,Major Banks,NYSE
SFL,Ship Finance International Limited,$1.38B,,transportation,Marine Transportation,NYSE
SHOP,Shopify Inc.,$15.52B,2015.0,technology,Computer Software: Prepackaged Software,NYSE
SSTK,"Shutterstock, Inc.",$1.33B,2012.0,technology,EDP Services,NYSE
SBGL,Sibanye Gold Limited,$1.55B,,basic_industries,Precious Metals,NYSE
SIG,Signet Jewelers Limited,$1.73B,,consumer_services,Consumer Specialties,NYSE
SBOW,"SilverBow Resorces, Inc.",$284.82M,,energy,Oil & Gas Production,NYSE
SPG,"Simon Property Group, Inc.",$53.48B,,consumer_services,Real Estate Investment Trusts,NYSE
SPG^J,"Simon Property Group, Inc.",,,,,NYSE
SSD,"Simpson Manufacturing Company, Inc.",$2.66B,,capital_goods,Industrial Machinery/Components,NYSE
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",$4.98B,,basic_industries,Major Chemicals,NYSE
SITC,SITE Centers Corp.,$2.3B,,consumer_services,Real Estate Investment Trusts,NYSE
SITC^A,SITE Centers Corp.,,,,,NYSE
SITC^J,SITE Centers Corp.,,,,,NYSE
SITC^K,SITE Centers Corp.,,,,,NYSE
SITE,"SiteOne Landscape Supply, Inc.",$2.18B,2016.0,consumer_non_durables,Farming/Seeds/Milling,NYSE
SIX,Six Flags Entertainment Corporation New,$5.26B,,consumer_services,Services-Misc. Amusement & Recreation,NYSE
SJW,SJW Group,$1.59B,,public_utilities,Water Supply,NYSE
SKM,"SK Telecom Co., Ltd.",$17.08B,,public_utilities,Telecommunications Equipment,NYSE
SKX,"Skechers U.S.A., Inc.",$4.01B,1999.0,consumer_non_durables,Shoe Manufacturing,NYSE
SKY,Skyline Champion Corporation,$886.43M,,basic_industries,Homebuilding,NYSE
SLG,SL Green Realty Corp,$7.54B,1997.0,consumer_services,Real Estate Investment Trusts,NYSE
SLG^I,SL Green Realty Corp,,,,,NYSE
SM,SM Energy Company,$2.25B,,energy,Oil & Gas Production,NYSE
SFS,Smart,$497.85M,2014.0,consumer_services,Food Chains,NYSE
SMAR,Smartsheet Inc.,$2.78B,2018.0,technology,Computer Software: Prepackaged Software,NYSE
SNN,"Smith & Nephew SNATS, Inc.",$16.5B,,health_care,Industrial Specialties,NYSE
AOS,Smith (A.O.) Corporation,$7.77B,,consumer_durables,Consumer Electronics/Appliances,NYSE
SNAP,Snap Inc.,$7.3B,2017.0,technology,"Computer Software: Programming, Data Processing",NYSE
SNA,Snap-On Incorporated,$9.05B,,capital_goods,Industrial Machinery/Components,NYSE
IPOA,Social Capital Hedosophia Holdings Corp.,$867.68M,2017.0,finance,Business Services,NYSE
IPOA.U,Social Capital Hedosophia Holdings Corp.,,2017.0,,,NYSE
IPOA.WS,Social Capital Hedosophia Holdings Corp.,,,,,NYSE
SQM,Sociedad Quimica y Minera S.A.,$11.16B,1993.0,basic_industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
SOGO,Sogou Inc.,$2.36B,2017.0,technology,EDP Services,NYSE
SOI,"Solaris Oilfield Infrastructure, Inc.",$703.24M,2017.0,energy,Metal Fabrications,NYSE
SWI,SolarWinds Corporation,$5.02B,2018.0,technology,Computer Software: Prepackaged Software,NYSE
SAH,"Sonic Automotive, Inc.",$675.03M,1997.0,consumer_durables,Automotive Aftermarket,NYSE
SON,Sonoco Products Company,$5.4B,,consumer_durables,Containers/Packaging,NYSE
SNE,Sony Corp Ord,$62.95B,,consumer_non_durables,Consumer Electronics/Appliances,NYSE
BID,Sotheby&#39;s,$1.9B,1988.0,miscellaneous,Business Services,NYSE
SOR,"Source Capital, Inc.",$295.95M,,,,NYSE
SJI,"South Jersey Industries, Inc.",$2.52B,,public_utilities,Oil/Gas Transmission,NYSE
SJIU,"South Jersey Industries, Inc.",,,public_utilities,Oil/Gas Transmission,NYSE
SXE,"Southcross Energy Partners, L.P.",$29.46M,2012.0,public_utilities,Natural Gas Distribution,NYSE
SCE^G,Southern California Edison Company,,,,,NYSE
SCE^H,Southern California Edison Company,,,,,NYSE
SCE^J,Southern California Edison Company,,,,,NYSE
SCE^K,Southern California Edison Company,,,,,NYSE
SCE^L,Southern California Edison Company,,,,,NYSE
SO,Southern Company (The),$48.22B,,public_utilities,Electric Utilities: Central,NYSE
SOJA,Southern Company (The),,2015.0,public_utilities,Electric Utilities: Central,NYSE
SOJB,Southern Company (The),,2016.0,public_utilities,Electric Utilities: Central,NYSE
SOJC,Southern Company (The),,2017.0,public_utilities,Electric Utilities: Central,NYSE
SCCO,Southern Copper Corporation,$24.26B,,basic_industries,Precious Metals,NYSE
LUV,Southwest Airlines Company,$27.99B,,transportation,Air Freight/Delivery Services,NYSE
SWX,"Southwest Gas Holdings, Inc.",$3.85B,,public_utilities,Oil & Gas Production,NYSE
SWN,Southwestern Energy Company,$2.55B,,energy,Oil & Gas Production,NYSE
SPAQ,Spartan Energy Acquisition Corp,$534.89M,2018.0,finance,Business Services,NYSE
SPAQ.U,Spartan Energy Acquisition Corp,,2018.0,,,NYSE
SPAQ.WS,Spartan Energy Acquisition Corp,,,,,NYSE
SPA,Sparton Corporation,$180.76M,,technology,Electrical Products,NYSE
SPE,Special Opportunities Fund Inc.,$108.9M,,,,NYSE
SPE^B,Special Opportunities Fund Inc.,,,,,NYSE
SPB           ,"Spectrum Brands Holdings, Inc.",$2.81B,,miscellaneous,Industrial Machinery/Components,NYSE
TRK,"Speedway Motorsports, Inc.",$665.16M,1995.0,consumer_services,Services-Misc. Amusement & Recreation,NYSE
SR,Spire Inc.,$3.84B,,public_utilities,Oil/Gas Transmission,NYSE
SPR,"Spirit Aerosystems Holdings, Inc.",$8.21B,2006.0,capital_goods,Military/Government/Technical,NYSE
SAVE,"Spirit Airlines, Inc.",$4.15B,,transportation,Air Freight/Delivery Services,NYSE
SMTA,Spirit MTA REIT,$335.84M,2018.0,consumer_services,Real Estate Investment Trusts,NYSE
SRC,"Spirit Realty Capital, Inc.",$3.23B,2013.0,consumer_services,Building operators,NYSE
SRC^A,"Spirit Realty Capital, Inc.",,,,,NYSE
SPOT,Spotify Technology S.A.,$24.14B,2018.0,consumer_services,Broadcasting,NYSE
SRLP,Sprague Resources LP,$443.31M,2013.0,energy,Oil Refining/Marketing,NYSE
S,Sprint Corporation,$24.67B,2013.0,public_utilities,Telecommunications Equipment,NYSE
SPXC,SPX Corporation,$1.26B,,technology,Industrial Machinery/Components,NYSE
FLOW,"SPX FLOW, Inc.",$1.37B,2015.0,technology,Industrial Machinery/Components,NYSE
SQ,"Square, Inc.",$27.25B,2015.0,technology,Computer Software: Prepackaged Software,NYSE
JOE,St. Joe Company (The),$889.45M,,consumer_services,Homebuilding,NYSE
STAG,"Stag Industrial, Inc.",$2.92B,2011.0,consumer_services,Real Estate Investment Trusts,NYSE
STAG^C,"Stag Industrial, Inc.",,,,,NYSE
SSI,"Stage Stores, Inc.",$24.38M,,consumer_services,Clothing/Shoe/Accessory Stores,NYSE
SMP,"Standard Motor Products, Inc.",$1.12B,,capital_goods,Auto Parts:O.E.M.,NYSE
SXI,Standex International Corporation,$938.81M,,technology,Industrial Machinery/Components,NYSE
SWJ,"Stanley Black & Decker, Inc.",,,capital_goods,Industrial Machinery/Components,NYSE
SWK,"Stanley Black & Decker, Inc.",$19.58B,,capital_goods,Industrial Machinery/Components,NYSE
SWP,"Stanley Black & Decker, Inc.",,,capital_goods,Industrial Machinery/Components,NYSE
STN,Stantec Inc,$2.66B,,consumer_services,Military/Government/Technical,NYSE
SGU,"Star Group, L.P.",$494.85M,,consumer_services,Other Specialty Stores,NYSE
SRT,"StarTek, Inc.",$266.87M,1997.0,technology,Professional Services,NYSE
STWD,"STARWOOD PROPERTY TRUST, INC.",$5.79B,2009.0,consumer_services,Real Estate Investment Trusts,NYSE
STT,State Street Corporation,$26.75B,,finance,Major Banks,NYSE
STT^C,State Street Corporation,,,,,NYSE
STT^D,State Street Corporation,,,,,NYSE
STT^E,State Street Corporation,,,,,NYSE
STT^G,State Street Corporation,,,,,NYSE
